'101 Coffee Shop','http://www.the101coffeeshop.com/'
'Sushi & Kushi Imai','http://sushiandkushiimai.com/'
'Szechwan','http://www.szechwanrestaurant.com/'
'Table 8','http://www.table8la.com/'
'Tandoori Nights','http://www.tandoorinights.com/'
'Tangerine','http://tangerine.com/'
'Tangier','http://www.tangierrestaurant.net/'
'Tapioca Express','http://www.greenviewthai.com/'
'Tengu','http://www.tengu.com/'
'Thai Fusion','http://www.tongdang.com/'
'Tiara Café','http://www.tiara-cafe-la.com/'
'Tokyo Table','http://www.tokyotable.com/'
'Tommy\'s','http://www.tommyscoventry.com/'
'Tongdang Thai Kitchen','http://www.tongdang.com/'
'Trimana','http://www.trimana.com/'
'Trimana','http://www.trimana.com/'
'Tsuji No Hana','http://fordsfillingstation.net/'
'Versailles','http://www.versaillescuban.com/'
'Vert','http://wolfgangpuck.com/'
'Village','http://www.villagerestaurant.com/'
'Vito\'s Pizza','http://www.vitopizza.com/'
'Vito\'s Pizza','http://www.vitopizza.com/'
'Wall Street Deli','http://www.wallstreetdeli.com/'
'Wall Street Deli','http://www.wallstreetdeli.com/'
'Wall Street Deli','http://www.wallstreetdeli.com/'
'Warung Cafe','http://www.urbannoodlela.com/'
'Weeneez','http://www.weeneez.com/'
'Weiland Brewery Restaurant','http://www.weilandbrewery.net/WBR/'
'White Lotus','http://whitelotushollywood.com/'
'Wien Bakery','http://www.wienbakery.com/'
'Wild Orchid','http://www.nakkaraonbeverly.com'
'Wilson','http://chezjay.com/'
'Vert','http://www.wolfgangpuck.com/'
'Woo Lae Oak','http://www.woolaeoakbh.com'
'Yoshi\'s','http://www.yoshis.com/'
'Zabumba','http://www.zabumba.com/'
'Zach\'s Café','http://zachscafe.com/'
'Zeke\'s Smokehouse','http://zekessmokehouse.com/'
'Zen Buffet','http://zenbuffet.net/'
'Zia Fettuccini','http://www.ajisaisushibar.com/'
'Zip Fusion','http://www.zipfusion.com/westside/'
'District Grill at Eleven','http://eleven.la/'
'Farm of Beverly Hills','http://thefarmofbeverlyhills.com'
'All\' Angelo','http://www.allangelo.com/'
'Holy Cow Indian Express','http://www.holycowindianexpress.com/Site/Holy_Cow.html'
'e3rd Steakhouse & Lounge','http://www.eastthird.com/'
'Ummba Grill','http://www.ummbagrill.com/'
'Murano Restaurant','http://www.murano9010.com/'
'Fraîche','http://www.fraicherestaurantla.com/'
'El Toro Cantina','http://www.busbysla.com/elToro/index.html'
'Amaranta Cocina Mexicana','http://www.amarantarestaurant.com/'
'Tanzore','http://www.tanzore.com/'
'Cefioré Frozen Yogurt','http://www.cefiore.com/'
'Melrose Bar & Grill','http://www.melrosebarandgrill.com/'
'D\' Caché','http://www.dcacherestaurant.com/'
'Cefioré','http://www.cefiore.com/'
'Pastagina','http://www.pastagina.com/'
'Melograno','http://lacantinahollywood.com/'
'Kiss My Bundt Bakery','http://www.kissmybundt.net/'
'Marty D\'s','http://www.martyds.com/'
'The Stand','http://www.thestandlink.com/'
'Village Vegan Internet Cafe','http://www.veganvillagecafe.com/'
'BLT Steak','http://www.bltsteak.com/'
'Lemongrass Vietnamese Restaurant','http://www.lemongrassvietnameserestaurant.com/'
'M Café','http://www.mcafedechaya.com/'
'Crown Bar','http://www.crownbarla.com/'
'Press Panini','http://www.presspanini.com/'
'XIV','http://www.sbe.com/xiv/'
'TBBC Barberque','http://www.tbbc.co.kr/home.html'
'Foxtail','http://www.sbe.com/foxtail/'
'Maria\'s Italian Kitchen','http://www.mariasdowntownla.com/'
'Panino','http://www.paninorestaurants.com/'
'Lot 44 Coffee','http://www.lot44coffee.com/'
'8 Oz.','http://www.8ozburgerbar.com'
'O!Burger','http://www.oburger.net/'
'Cafe Muse','http://www.cafemusela.com/'
'Jian Korean BBQ','http://www.baodimsum.com/'
'Organic Panificio','http://www.organicpanificio.com/'
'Yuri Japanese Cafe','http://www.yurijapanesecafe.com/'
'Blue Dahlia Cafe','http://www.bluedahliacafe.com/'
'The Chicken Lady','http://www.thechickenladycafe.com/'
'The Varsity Sports Bar & Lounge','http://www.thevarsityla.com/'
'Natura Pan Mediterranean Foods','http://www.naturaeats.com/'
'Organic To Go','http://www.organictogo.com/'
'Organic To Go','http://www.organictogo.com/'
'Rocket Pizza Lounge','http://www.rocketpizzalounge.com/'
'Cafe Was','http://www.cafewas.com/'
'Meltdown','http://www.meltdownetc.com/'
'Sonia\'s Jamaican Cuisine','http://www.soniasjamaicancuisine.com/'
'Yogen Fruz','http://www.yogenfruz.com/'
'Cefiore','http://www.cefiore.com/'
'Kassava','http://www.kassava.com/'
'Siptea','http://www.siptea.biz/'
'India\'s Clay Oven','http://www.indiasoven.com/'
'Isla Cantina','http://www.islacantina.com/'
'Steel Pit Sports Grill','http://www.steelpit.com/'
'Robata-Ya','http://www.robataya.com/'
'Senor Baja','http://www.senorbajarestaurant.com/'
'Round Table Pizza','http://www.roundtablepizza.com/'
'Pinkberry','http://www.pinkberry.com/'
'La Cienega Grill Cafe','http://www.lacienegagrillcafe.com/'
'Fulfilled','http://www.fulfilledpastries.com/'
'Golden Spoon','http://www.goldenspoon.com/'
'Burger King','http://www.burgerking.com/'
'Let\'s Be Frank','http://www.letsbefrankdogs.com/'
'Profile Wine & Grill','http://www.nicolaskitchen.com/'
'City Sip','http://www.citysipla.com/'
'Blu LA Café','http://www.blu.la/'
'Adoro Mexican Grille','http://www.adorogrille.com/'
'The Larchmont','http://www.larchmontlarder.com/'
'Casa','http://www.casadowntown.com/'
'Provecho','http://www.provechorestaurant.com/'
'Hornblower Cafe','http://www.hornblower.com/port/overview/mdr+cafe'
'Chin-Ma-Ya of Tokyo','http://www.chinmayaoftokyo.com/'
'Tacos Don Jorge','http://www.tacosdonjorge.com/'
'Maui Wowi Hawaiian','http://www.mauiwowi.com/'
'California Fresh','http://medcitygrill.com/'
'Cinnamon Vegetarian','http://www.cinnamonvegetarian.com/'
'Rivera','http://www.riverarestaurant.com/'
'Showbiz Ribs','http://www.showbizribs.com/'
'Trimana','http://www.trimana.com/'
'The Hollywood Corner','http://www.callthecorner.com/'
'Rowdy Red Wine & Burger Bar','http://www.mcchgroup.com/rr.php'
'Emerald Grill','http://www.ichotelsgroup.com/h/d/hi/1/en/hotel/LAXCC/dining?start=1&rpb=hotel&crUrl=/h/d/hi/1/en/hotelsearchresults'
'El Coche','http://www.elcochetacos.com/<==doesn\'twork!!'
'Berri Good','http://www.berrigood.com/'
'Wien Bakery & Cake House','http://www.wienbakery.com/'
'Origami Bistro & Bar','http://www.origamibistro.com/'
'Club Sushi Hollywood','http://www.clubsushi.com/'
'Matt Giamela\'s Submarine Sandwiches','http://www.mattgiamela.net/'
'Jin Patisserie','http://www.jinpatisserie.com/'
'Umami Burger','http://www.umamiburger.com/'
'Great India Cafe','http://www.indiacafewoodland.com/'
'Callender\'s Grill','http://www.mariecallendersgrill.com/'
'Marie Callender\'s Bakery & Café','http://www.mcpies.com/bakery/'
'Planet Raw','http://www.planetraw.com/'
'Tacos Don Chente','http://tacosdonchente.com/'
'Arb Pizza Cafe','http://arbpizza.wordpress.com/'
'Cafe Bravo','http://www.bravokabob.com/'
'Magnolia','http://www.magnoliala.com/'
'Kumo','http://www.hamasakula.com/'
'NY BBQ','http://www.nybbq-la.com/'
'BoHo','http://www.bohorestaurant.com/'
'Greens Up','http://www.greensupsalad.com/'
'Susan Feniger\'s Street','http://www.mudhentavern.com'
'Muddhouse Coffee','http://muddhousecoffee.com/'
'Primo Bistro','http://www.iloveprimo.com/'
'L\'Angolo Café','http://www.langolo-cafe.com/'
'Allston Yacht Club','http://www.allstonyachtclub.com/site/'
'Treehouse Social Club','http://www.thetreehousesocialclub.com/'
'Minestraio Trattoria','http://www.minestraio.com/'
'Yakitori Koshiji','http://www.myspace.com/koshiji'
'Sweets for the Soul','http://www.sweetsforthesoul.com/'
'Icepan','http://www.icepanusa.com/'
'Milano\'s Sandwich & Espresso Bar','http://milanosespressobar.com/'
'Yogurtland','http://www.yogurt-land.com/'
'LudoBites','http://www.ludolefebvre.com/ludo-bites/'
'Mo-Chica','http://www.mo-chica.com/'
'Casa de Tree','http://www.casadetree.com/'
'Xooro','http://www.xooro.com/'
'Mexico Restaurante y Barra','http://www.gogomexico.com/'
'Rally\'s Hamburgers','http://www.checkers.com/'
'Capitol City','http://www.capcitysports.com/'
'Essex Public House','http://www.essexhollywood.com/'
'Sandwitched Mini Diner','http://greatwraps.com/'
'Field Trip at The Farmer\'s Kitchen','http://www.fieldtripla.com/'
'Lula Kabob','http://www.lula-kabob.com/'
'Village Pizzeria','http://www.villagepizzeria.net/'
'Bistro LQ','http://www.bistrolq.com/'
'Nana Restaurant & Cafe','http://www.nanarestaurantcafe.com/'
'Moksha Indian Cuisine','http://www.myindiancuisine.com/moksha.html'
'Off The Hook','http://www.offthehookencino.com/'
'Massimo\'s Mudspot','http://www.massimosmudspot.com/'
'Sandella\'s Flatbread Cafe','http://www.sandellas.com/'
'Sandella\'s Flatbread Cafe','http://www.sandellas.com/'
'The Gorbals','http://www.thegorbalsla.com/'
'Taurat Tandoori','http://www.taurattandoorirestaurant.com/'
'Fresh Cutt Carving Grill','http://www.freshcutt.com/'
'La Dolce Vita','http://www.dolcevitacafe.com/'
'Eva Restaurant','http://www.evarestaurantla.com/'
'Hollywood Billiards','http://www.hollywoodbilliards.com/'
'Beverly HIlls Market & Deli','http://www.bhdeli.com/'
'John O\'Groats Grille and Pub','http://www.ogroatsrestaurant.com/'
'Marche','http://www.marche-la.com/'
'SouthWest Mexican Grill','http://locandapositano.com/Contact.html'
'Pizza Fusion','http://www.pizzafusion.com/hollywood/'
'La Torta Loca','http://www.latortaloca.com/'
'Philippe','http://www.philippechow.com/'
'La Provence Cafe','http://www.laprovencecafe.com/'
'Caruso\'s Cucina Italiana','http://www.carusoscucina.com/'
'Raphael','http://www.raphaelonventura.com/'
'Watercress Cafe','http://www.watercresscafe.com/index.html'
'Agura','http://www.aguradining.com/'
'Sushi Kingz','http://www.sushikingz.com/'
'L.A. Bento','http://www.labento.com/'
'Famous Cupcakes','http://www.famouscupcakes.com/'
'T Salon','http://www.tsalon.com/'
'Wingstop','http://www.wingstop.com/'
'Novel Café','http://www.novelcafe.com/'
'Tangier Korean BBQ of Tokyo','http://www.tangierbbq.net/'
'The Mercantile','http://www.themercantilela.com'
'Lazy Ox Canteen','http://www.lazyoxcanteen.com/'
'Ludo Bites at Royal/T','http://www.ludolefebvre.com/ludo-bites/'
'Original Texas Barbecue King','http://www.texasbbqking.com/'
'Hoagies & Wings - Valley','http://www.hoagiesandwings.com/zgrid/themes/10413/portal/index.jsp'
'La Bottega Marino','http://www.labottegausa.com/'
'Booraan Thai','http://www.boraan.com/'
'Prime Grind Coffee','http://www.primegrind.com/'
'Nikki\'s','http://www.nikkivenice.com/'
'Tiger Sushi','http://www.tigerbh.com/'
'Pinkberry','http://www.pinkberry.com/'
'Tar Pit','http://www.tarpitcocktails.com/'
'First & Hope','http://www.firstandhope.com/firsthope/'
'Hollys Coffee','http://www.hollys.co.kr/'
'BabyCakes NYC','http://www.babycakesnyc.com/'
'Eat Good to Go','http://www.igoodtogo.com/'
'House Café','http://www.housecafe.com/'
'Maison Maurice','http://maisonmauricebeverlyhills.com/'
'MrKicco Cafe','http://www.mrkicco.com/'
'Fishlips Sushi','http://www.fishlips-sushi.com/'
'Starry Kitchen','http://www.starrykitchen.com/'
'Plaisir','http://www.plaisirbakery.com/'
'Multeepurpose','http://www.multeepurpose.com/'
'Urban Noodle','http://www.urbannoodlela.com/'
'Mac and Cheeza','http://www.macandcheeza.com/'
'Vincenzo\'s Pizza','http://www.vincenzospizza.com/'
'The Burger Kitchen','http://www.burgerkitchenla.com/'
'District','http://www.districtonsunset.com/'
'Libra Brazilian Steakhouse','http://www.librabrazilianbbq.com/'
'Mezza:','http://www.mezzamg.com/'
'LudoBites @ Gram & Papa\'s','http://www.ludolefebvre.com/ludo-bites'
'The Waterfront Restaurant and Concert Theater','http://www.thewfr.com/'
'Waterloo & City','http://www.waterlooandcity.com/'
'Paris Crêpe Café','http://www.pariscrepecafe.com/'
'Allora Cucina Italiano','http://www.alloracucinaitaliana.com/'
'Mooi','http://www.mooifood.com/'
'Acapulco Mexican','http://www.acapulcorestaurants.com/'
'Grill on the Alley','http://www.thegrill.com/'
'Tula\'s at The Beverly Garland','http://www.warrensblackboard.com/'
'Border Grill Stop','http://www.bordergrill.com/'
'Studio Sub','http://studiosub.com/'
'The Other Side','http://www.flyingleapcafe.com/tos/tos/tos.html'
'Cloud Hookah Lounge','http://www.cloudhookahlounge.com/'
'Strawberry Cones','http://www.strawberrycones.com/en/'
'Kalbi Burger','http://www.kalbiburger.com/'
'Bodega Wine Bar','http://www.bodegawinebar.com/'
'Café Rivva','http://www.rivva.com/'
'Angelino\'s Cafe','http://www.angelinocafe.com/'
'Chi Dynasty','http://www.chidynasty.com/'
'Test Kitchen','http://www.testkitchenla.com/'
'D\'Yogurt','http://www.dyogurt.com/'
'Freshii','http://www.freshii.com/'
'Vault XXI Boutique Lounge','http://www.vaultxxi.com/'
'Ludo Truck','http://www.ludotruck.com/'
'Tully\'s Coffee','http://www.tullys.com/'
'K2','http://www.kokomo.com/'
'Stray Cat Cafe','http://www.straycatla.com/'
'Mani\'s on Maple','http://www.manisbakery.com/'
'Luca On Sunset','http://www.lucaonsunset.com/'
'Capriotti\'s','http://capriottis.com'
'Pal Cabron','http://www.lascabronas.com'
'Ludobites 6.0','http://www.ludolefebvre.com/ludobites/max'
'Crepe Republic','http://www.creperepublic.com/'
'Big Sugar Bakeshop','http://www.bigsugarbakeshop.com/'
'8 1/2 Taverna','http://www.8andahalf.com/'
'Lawrence of India','http://www.mamasindiankitchen.com/'
'Little Spain','http://www.littlespainla.com/'
'FoodLab','http://www.foodlabcatering.com/'
'Red Medicine','http://www.redmedicinela.com/'
'Kind kreme','http://www.kindkreme.com/'
'Spot 5750','http://www.spot5750.com/'
'Athenea Bar and Grill','http://www.atheneala.com/'
'Lobsta Truck','http://www.lobstatruck.com/'
'Prego\'s Pizza','http://www.pregospizza.com/'
'L.A. Creamery Artisan Ice Cream','http://www.lacreamery.com/'
'Sugar Cube','http://www.sugarcubecafe.com/'
'GO Burger','http://www.e2hospitality.com/go-burger-los-angeles/'
'Kyochon Chicken','http://www.kyochon.com/'
'Sushi Boy at LAX','http://www.sushiboy.net/group/lax'
'Aburiya Toranoko','http://www.toranokola.com/'
'La Petite Creperie','http://www.lpcmarvista.com/'
'Asaka Sushi & Grill','http://www.asakausa.com/'
'Xtreme Desserts','http://www.xtremedesserts.com/'
'CoffeeBar','http://www.coffeebarla.com/'
'YogoZone','http://www.yogozone.com/'
'Playa','http://www.playarivera.com/'
'Super Tortas','http://www.supertortas.com/'
'Swill Automatic','http://www.swillautomatic.com/'
'Krua Siri','http://kruasiri.com'
'Public School 612','http://www.publicschool612.com/'
'Café Entourage','http://www.cafeentourage.com/'
'Mare\'ka','http://www.marekalive.com/'
'Night Toast','http://www.nighttoast.com/'
'Big Man Bakes','http://www.bigmanbakes.com/'
'Bistro Laurent','http://www.bistrolaurentla.com/'
'Baciami Cafe','http://www.baciamicafe.com/index.html'
'Lexington Social House','http://www.lexingtonsocialhouse.com/'
'Phil\'s Diner','http://www.philsdinernoho.com/'
'Cellar 55','http://www.thecellar55.com/'
'Rolling Stone','http://www.rollingstonela.com/'
'MoKo','http://www.mokorestaurant.com/'
'Cocina Primavera','http://www.primaverala.com/'
'Lemon Basket','http://www.dolcegroup.com/'
'Vive la Crêpe!','http://www.vivelacrepe.fr/'
'Waffle Chix','http://www.wafflechix.com/'
'Artichoke\'s Heart','http://www.artichokesheart.com/'
'Papaya King','http://www.papayaking.com/'
'Coly\'s Stromboli','http://www.colystromboli.com/'
'Crossroads BBQ','http://www.crossroadsbbq-la.com/'
'Prohibition Burgers & Beer','http://prohibitionburgers.com/'
'Taste of LA at Icon LA Ultra Lounge','http://www.iconlaultralounge.com/'
'Ombra Ristorante','http://www.ombrala.com/'
'Harlem Place Cafe','http://www.harlemplacecafe.com/'
'I&H Paprika Grill','http://www.ihpaprikagrill.com/'
'Spring for Coffee','http://www.springforcoffee.com/'
'Urbano Pizza Bar','http://www.urbanopizzabar.com/'
'KTCHN DTLA at The Gorbals','http://www.ktchndtla.com/'
'Kung Pao China Bistro','http://www.kungpaostudiocity.com/'
'Rosé','http://www.roserestaurants.com/'
'Venga','http://www.vengabh.com/'
'La Seine','http://www.laseinebg.com/'
'Freshii','http://www.freshii.com/'
'Pici Enoteca','http://pici.co/'
'Charlie\'s Pantry','http://www.charliespantry.com/'
'Sea Minor','http://www.seaminor.com/'
'Freshii','http://www.freshii.com/'
'Fat Spoon','http://www.fatspoonfood.com/'
'il Covo','http://www.ilcovo.com/'
'Ikemen','http://www.ikemenhollywood.com/'
'Raffallo\'s Pizza','http://www.raffallosla.com/'
'Noodle Star','http://www.noodlestar.info/'
'LA Reflection','http://www.lareflection.com/'
'Suck it Sweets and Treats','http://www.suckitsweets.com/'
'Gastronomico','http://thegastrobus.com/gastronomico/'
'Mercato di Vetro','http://www.sbe.com/mercatodivetro'
'Fatburger','http://www.fatburger.com/'
'Naya Sunset','http://www.nayasunset.com/'
'Komida','http://www.yamashirola.com/'
'Lidia\'s Dominican Kitchen','http://www.lidiasdominicankitchen.com/'
'Yogurt Haven','http://www.yogurthaven.com/'
'Osaka','http://www.osaka.com.pe/'
'Cafe Lobos','http://www.cafelobos.com/'
'Fukuburger','http://www.fukuburger.com/'
'Café Livre','http://www.eatgoodcleanfood.com/'
'Short Order','http://www.shortorderla.com/'
'Pink\'s LAX','http://www.pinkshollywood.com/'
'Township Kitchen Americana & Saloon','http://www.townshipsaloon.com/'
'Teaforest Tea & Coffee Bar','http://www.teaforest.com/'
'Oliana','http://www.olianaoil.com/'
'Snow Monkey Ice','http://www.snowmonkeyice.com/'
'Planetalis','http://www.planetalis.com/'
'Batch Restaurant & Bar','http://www.batchrestaurant.com/'
'U-Sushi','http://www.u-sushi.com/'
'Red Hill','http://www.redhillrestaurant.com/'
'Daddy O\'s Coffee & More','http://www.daddyoscoffee.com/'
'LàOn Dining','http://www.laondining.com/'
'Glowfish Food Truck','http://www.glowfishtruck.com'
'Third Street Station','http://www.3rdstreetstationla.com/'
'Sara the Wine Bar','http://www.sarathewinebar.com/'
'Il Mare','http://www.ilmareitaliano.com/'
'Black Hogg','http://www.blackhogg.com/'
'Boardwalk','http://www.boardwalkhollywood.com/'
'Oh My Gosh Frozen Yogurt Cafe','http://www.wix.com/ohmygosh2010/ohmygosh'
'Isla Cocina Pilipina','http://www.islacocinapilipina.com'
'Bibigo','http://www.bibigo.com/'
'Melgard Public House','http://www.melgardpublichouse.com/'
'Dry Tour / Code','http://www.drytour.com/'
'Mac & Cheeza','http://www.macandcheeza.com/'
'Osteria Coppola','http://www.osteriacoppola.com/'
'Soleto','http://www.soletorestaurant.com/'
'Towne Food & Drink','http://www.towne-la.com/'
'Cordero Negro at Royal/T','http://www.corderonegro.com/'
'Kitchen Table','http://www.kitchentabledtla.com/home.html'
'Kitchen Faire','http://www.kitchenfaire.com/'
'Acapulco','http://www.acapulcorestaurants.com/'
'Chick \'n Wings Cafe','http://www.chicknwingscafe.com/'
'Chicago Nick\'s','http://www.chicagonicksitalianbeef.com/'
'Le Ka','http://www.lekarestaurant.com/'
'Colori','http://www.colorikitchen.com/'
'Smoke','http://www.smoke-la.com/home'
'54Twenty','http://www.54twenty.com/'
